Group,FishID,Group_Size,Date,Time,Observer,Tank,Chase,Chased,In_Refuge,Elo_daily,Elo_stability,Pellet_Bites,Pellet_Order,NovelBites,NovelOrder,Trial,Weight,Length
202,13_BR,4,2/18/20,4:27,LP,2,13,2,0,1213,0.811,3,3,5,4,7,0.368,26
202,11_BY,4,2/18/20,4:27,LP,2,1,5,0,783,0.811,4,1,7,1,7,0.374,25
202,12_BB,4,2/18/20,4:27,LP,2,1,9,0,768,0.811,1,4,3,2,7,0.388,26
202,10_YR,4,2/18/20,4:27,LP,2,1,0,0,1236,0.811,5,2,9,3,7,0.482,30
202,13_BR,4,2/19/20,4:25,LP,2,0,0,0,1213,0.811,2,2,10,3,8,0.368,26
202,11_BY,4,2/19/20,4:25,LP,2,0,0,0,783,0.811,2,3,3,4,8,0.374,25
202,12_BB,4,2/19/20,4:25,LP,2,0,0,0,768,0.811,1,4,14,1,8,0.388,26
202,10_YR,4,2/19/20,4:25,LP,2,0,0,0,1236,0.811,4,1,4,2,8,0.482,30
202,13_BR,4,2/20/20,10:35,HR,2,15,1,0,1264,0.811,1,2,1,2,9,0.368,26
202,11_BY,4,2/20/20,10:35,HR,2,0,15,0,665,0.811,4,1,4,3,9,0.374,25
202,12_BB,4,2/20/20,10:35,HR,2,3,0,0,948,0.811,2,4,3,1,9,0.388,26
202,10_YR,4,2/20/20,10:35,HR,2,0,2,0,1123,0.811,1,3,0,N/A,9,0.482,30
202,13_BR,4,2/21/20,4:03,JY,2,5,7,0,1202,0.811,0,N/A,4,1,10,0.368,26
202,11_BY,4,2/21/20,4:03,JY,2,4,8,0,835,0.811,2,3,3,2,10,0.374,25
202,12_BB,4,2/21/20,4:03,JY,2,11,6,0,1008,0.811,3,2,2,4,10,0.388,26
202,10_YR,4,2/21/20,4:03,JY,2,5,4,0,955,0.811,3,1,2,3,10,0.482,30
220,10_BB,2,2/23/20,12:15,LP,2,0,0,0,950,1,2,1,,,1,0.419,28
220,11_RG,2,2/23/20,12:15,LP,2,0,0,0,1050,1,2,2,,,1,0.621,30
220,10_BB,2,2/24/20,4:11,JY,2,0,0,11,950,1,0,N/A,,,2,0.419,28
220,11_RG,2,2/24/20,4:11,JY,2,0,0,0,1050,1,0,N/A,,,2,0.621,30
220,10_BB,2,2/25/20,11:20,LP,2,0,1,0,950,1,3,1,,,3,0.419,28
220,11_RG,2,2/25/20,11:20,LP,2,1,0,0,1050,1,2,2,,,3,0.621,30
220,10_BB,2,2/26/20,4:03,JY,2,0,0,0,950,1,3,1,,,4,0.419,28
220,11_RG,2,2/26/20,4:03,JY,2,0,0,0,1050,1,2,2,,,4,0.621,30
220,10_BB,2,2/27/20,4:30,CR,2,0,0,0,950,1,2,1,,,5,0.419,28
220,11_RG,2,2/27/20,4:30,CR,2,0,0,0,1050,1,2,2,,,5,0.621,30
220,10_BB,2,2/28/20,3:33,LP,2,0,0,11,950,1,1,2,4,1,6,0.419,28
220,11_RG,2,2/28/20,3:33,LP,2,0,0,0,1050,1,3,1,5,2,6,0.621,30
220,10_BB,2,2/29/20,11:57,LP,2,0,0,11,950,1,0,N/A,3,1,7,0.419,28
220,11_RG,2,2/29/20,11:57,LP,2,0,0,0,1050,1,5,1,4,2,7,0.621,30
220,10_BB,2,3/1/20,5:20,LP,2,0,0,0,950,1,1,2,0,N/A,8,0.419,28
220,11_RG,2,3/1/20,5:20,LP,2,0,0,11,1050,1,3,1,11,1,8,0.621,30
220,10_BB,2,3/2/20,3:16,JY,2,0,0,11,950,1,1,2,0,N/A,9,0.419,28
220,11_RG,2,3/2/20,3:16,JY,2,0,0,0,1050,1,8,1,6,1,9,0.621,30
220,10_BB,2,3/3/20,1:11,KO,2,0,0,11,950,1,2,2,7,2,10,0.419,28
220,11_RG,2,3/3/20,1:11,KO,2,0,0,0,1050,1,3,1,13,1,10,0.621,30
203,13_RG,3,3/10/20,2:27,HR/SC,2,2,0,0,1086,0.7143,2,2,,,1,0.505,30
203,11_YR,3,3/10/20,2:27,HR/SC,2,0,1,0,938,0.7143,1,3,,,1,0.524,30
203,19_GB,3,3/10/20,2:27,HR/SC,2,1,2,0,976,0.7143,5,1,,,1,0.392,25
203,13_RG,3,3/11/20,4:02,JY,2,0,3,0,928,0.7143,3,3,,,2,0.505,30
203,11_YR,3,3/11/20,4:02,JY,2,3,0,0,1096,0.7143,2,2,,,2,0.524,30
203,19_GB,3,3/11/20,4:02,JY,2,0,0,0,976,0.7143,1,1,,,2,0.392,25
203,19_GB,3,3/13/20,10:44,HR,2,0,24,7,683,0.7143,2,2,,,5,0.392,25
203,13_RG,3,3/13/20,10:44,HR,2,24,0,0,1221,0.7143,4,1,,,5,0.505,30
203,11_YR,3,3/13/20,10:44,HR,2,0,0,11,1096,0.7143,0,N/A,,,5,0.524,30
203,13_RG,3,3/14/20,4:21,LP,2,10,0,0,1244,0.7143,5,1,6,1,6,0.505,30
203,11_YR,3,3/14/20,4:21,LP,2,0,0,11,1096,0.7143,0,N/A,7,2,6,0.524,30
203,19_GB,3,3/14/20,4:21,LP,2,0,10,1,660,0.7143,0,N/A,0,N/A,6,0.392,25
203,13_RG,3,3/15/20,3:54,JY,2,3,0,0,1250,0.7143,5,1,3,1,7,0.505,30
203,11_YR,3,3/15/20,3:54,JY,2,0,0,11,1096,0.7143,0,N/A,0,N/A,7,0.524,30
203,19_GB,3,3/15/20,3:54,JY,2,0,3,6,654,0.7143,0,N/A,0,N/A,7,0.392,25
203,13_RG,3,3/16/20,3:43,JY,2,11,0,0,1266,0.7143,4,1,8,1,8,0.505,30
203,11_YR,3,3/16/20,3:43,JY,2,0,0,11,1096,0.7143,0,N/A,0,N/A,8,0.524,30
203,19_GB,3,3/16/20,3:43,JY,2,0,11,8,638,0.7143,2,2,12,2,8,0.392,25
203,13_RG,3,3/17/20,10:56,LP,2,0,0,0,1266,0.7143,3,1,0,N/A,9,0.505,30
203,11_YR,3,3/17/20,10:56,LP,2,0,0,11,1096,0.7143,0,N/A,0,N/A,9,0.524,30
203,19_GB,3,3/17/20,10:56,LP,2,0,0,11,638,0.7143,0,N/A,2,1,9,0.392,25
203,13_RG,3,3/18/20,11:22,LP,2,0,0,0,1266,0.7143,4,1,2,1,10,0.505,30
203,11_YR,3,3/18/20,11:22,LP,2,0,0,11,1096,0.7143,0,0,0,N/A,10,0.524,30
203,19_GB,3,3/18/20,11:22,LP,2,0,0,0,638,0.7143,0,0,1,2,10,0.392,25
231,2_UNTAG_2,4,3/23/20,6:15,LP,2,0,0,0,1000,0.875,0,N/A,,,1,0.368,26
231,16_YG,4,3/23/20,6:15,LP,2,0,0,0,1000,0.875,0,N/A,,,1,0.4,29
231,15_BY,4,3/23/20,6:15,LP,2,0,0,0,1000,0.875,0,N/A,,,1,0.606,31
231,3_RB,4,3/23/20,6:15,LP,2,0,0,0,1000,0.875,0,N/A,,,1,0.933,36
231,2_UNTAG_2,4,3/24/20,12:16,LP,2,0,4,0,882,0.875,1,3,,,2,0.368,26
231,16_YG,4,3/24/20,12:16,LP,2,5,0,0,1168,0.875,1,2,,,2,0.4,29
231,15_BY,4,3/24/20,12:16,LP,2,0,1,0,950,0.875,0,N/A,,,2,0.606,31
231,3_RB,4,3/24/20,12:16,LP,2,0,0,0,1000,0.875,7,1,,,2,0.933,36
231,2_UNTAG_2,4,3/25/20,3:18,LP,2,0,0,0,882,0.875,1,3,,,3,0.368,26
231,16_YG,4,3/25/20,3:18,LP,2,0,2,0,1168,0.875,2,2,,,3,0.4,29
231,15_BY,4,3/25/20,3:18,LP,2,0,0,0,950,0.875,0,N/A,,,3,0.606,31
231,3_RB,4,3/25/20,3:18,LP,2,2,0,0,1000,0.875,6,1,,,3,0.933,36
231,2_UNTAG_2,4,3/26/20,3:25,LP,2,0,7,0,815,0.875,1,3,,,4,0.368,26
231,16_YG,4,3/26/20,3:25,LP,2,7,1,0,1155,0.875,3,1,,,4,0.4,29
231,15_BY,4,3/26/20,3:25,LP,2,0,0,0,950,0.875,0,N/A,,,4,0.606,31
231,3_RB,4,3/26/20,3:25,LP,2,1,0,0,1080,0.875,4,2,,,4,0.933,36
231,2_UNTAG_2,4,3/27/20,11:21,LP,2,1,9,0,843,0.875,1,1,,,5,0.368,26
231,16_YG,4,3/27/20,11:21,LP,2,9,1,0,1127,0.875,3,2,,,5,0.4,29
231,15_BY,4,3/27/20,11:21,LP,2,0,0,0,950,0.875,2,4,,,5,0.606,31
231,3_RB,4,3/27/20,11:21,LP,2,0,0,0,1080,0.875,3,3,,,5,0.933,36
231,2_UNTAG_2,4,3/28/20,11:40,LP,2,0,9,0,700,0.875,1,3,2,1,6,0.368,26
231,16_YG,4,3/28/20,11:40,LP,2,6,1,0,1124,0.875,3,1,3,4,6,0.4,29
231,15_BY,4,3/28/20,11:40,LP,2,5,1,0,1079,0.875,2,4,1,3,6,0.606,31
231,3_RB,4,3/28/20,11:40,LP,2,1,1,0,1097,0.875,2,2,3,2,6,0.933,36
231,2_UNTAG_2,4,3/29/20,2:20,LP,2,2,2,0,847,0.875,2,2,5,1,7,0.368,26
231,16_YG,4,3/29/20,2:20,LP,2,0,5,0,843,0.875,2,4,0,N/A,7,0.4,29
231,15_BY,4,3/29/20,2:20,LP,2,5,0,0,1213,0.875,1,3,6,3,7,0.606,31
231,3_RB,4,3/29/20,2:20,LP,2,0,0,0,1097,0.875,3,1,3,2,7,0.933,36
231,2_UNTAG_2,4,3/30/20,10:40,LP,2,2,7,0,839,0.875,2,1,1,4,8,0.368,26
231,16_YG,4,3/30/20,10:40,LP,2,0,4,6,738,0.875,1,4,13,2,8,0.4,29
231,15_BY,4,3/30/20,10:40,LP,2,6,2,0,1155,0.875,2,3,4,3,8,0.606,31
231,3_RB,4,3/30/20,10:40,LP,2,5,0,0,1268,0.875,3,2,9,1,8,0.933,36
231,2_UNTAG_2,4,3/31/20,3:15,LP,2,2,0,0,995,0.875,2,2,3,2,9,0.368,26
231,16_YG,4,3/31/20,3:15,LP,2,0,0,0,738,0.875,1,4,4,4,9,0.4,29
231,15_BY,4,3/31/20,3:15,LP,2,0,2,0,999,0.875,1,3,1,3,9,0.606,31
231,3_RB,4,3/31/20,3:15,LP,2,0,0,0,1268,0.875,3,1,5,1,9,0.933,36
231,2_UNTAG_2,4,4/1/20,2:23,LP,2,0,3,0,860,0.875,2,1,4,2,10,0.368,26
231,16_YG,4,4/1/20,2:23,LP,2,1,1,0,802,0.875,1,4,1,4,10,0.4,29
231,15_BY,4,4/1/20,2:23,LP,2,2,0,0,1062,0.875,2,3,2,3,10,0.606,31
231,3_RB,4,4/1/20,2:23,LP,2,1,0,0,1276,0.875,3,2,9,1,10,0.933,36
204,18_BB,4,4/3/20,3:30,LP,2,0,0,0,1000,0.8997,5,1,,,1,0.41,29
204,5_UNTAG_1,4,4/3/20,3:30,LP,2,0,0,0,1000,0.8997,2,3,,,1,0.635,29
204,17_GR,4,4/3/20,3:30,LP,2,0,0,0,1000,0.8997,6,2,,,1,0.648,33
204,16_RY,4,4/3/20,3:30,LP,2,0,0,0,1000,0.8997,3,4,,,1,0.8,32
204,18_BB,4,4/4/20,1:15,LP,2,0,0,0,1000,0.8997,3,1,,,2,0.41,29
204,5_UNTAG_1,4,4/4/20,1:15,LP,2,0,0,0,1000,0.8997,2,3,,,2,0.635,29
204,17_GR,4,4/4/20,1:15,LP,2,0,0,0,1000,0.8997,3,2,,,2,0.648,33
204,16_RY,4,4/4/20,1:15,LP,2,0,0,0,1000,0.8997,0,N/A,,,2,0.8,32
204,18_BB,4,4/5/20,11:00,LP,2,5,3,0,1125,0.8997,8,1,,,3,0.41,29
204,5_UNTAG_1,4,4/5/20,11:00,LP,2,0,4,0,843,0.8997,1,2,,,3,0.635,29
204,17_GR,4,4/5/20,11:00,LP,2,0,4,0,830,0.8997,2,3,,,3,0.648,33
204,16_RY,4,4/5/20,11:00,LP,2,6,0,0,1202,0.8997,3,4,,,3,0.8,32
204,18_BB,4,4/6/20,10:10,LP,2,9,3,0,1271,0.8997,6,1,,,4,0.41,29
204,5_UNTAG_1,4,4/6/20,10:10,LP,2,0,5,7,774,0.8997,1,3,,,4,0.635,29
204,17_GR,4,4/6/20,10:10,LP,2,0,5,7,771,0.8997,3,2,,,4,0.648,33
204,16_RY,4,4/6/20,10:10,LP,2,6,2,0,1184,0.8997,5,4,,,4,0.8,32
204,18_BB,4,4/7/20,12:15,LP,2,2,1,0,1200,0.8997,5,1,,,5,0.41,29
204,5_UNTAG_1,4,4/7/20,12:15,LP,2,0,5,10,676,0.8997,0,N/A,,,5,0.635,29
204,17_GR,4,4/7/20,12:15,LP,2,4,2,0,926,0.8997,1,2,,,5,0.648,33
204,16_RY,4,4/7/20,12:15,LP,2,2,0,0,1198,0.8997,3,3,,,5,0.8,32
204,18_BB,4,4/8/20,12:30,LP,2,0,0,11,1200,0.8997,0,N/A,3,3,6,0.41,29
204,5_UNTAG_1,4,4/8/20,12:30,LP,2,0,0,11,676,0.8997,4,3,1,4,6,0.635,29
204,17_GR,4,4/8/20,12:30,LP,2,0,1,11,909,0.8997,3,1,4,1,6,0.648,33
204,16_RY,4,4/8/20,12:30,LP,2,1,0,1,1215,0.8997,5,2,4,2,6,0.8,32
204,18_BB,4,4/9/20,11:31,LP,2,0,0,11,1200,0.8997,0,N/A,20,1,7,0.41,29
204,5_UNTAG_1,4,4/9/20,11:31,LP,2,0,0,5,676,0.8997,0,N/A,2,4,7,0.635,29
204,17_GR,4,4/9/20,11:31,LP,2,0,1,11,895,0.8997,4,1,7,3,7,0.648,33
204,16_RY,4,4/9/20,11:31,LP,2,1,0,0,1229,0.8997,6,2,5,2,7,0.8,32
204,18_BB,4,4/10/20,12:50,LP,2,0,0,11,1200,0.8997,0,N/A,0,N/A,8,0.41,29
204,5_UNTAG_1,4,4/10/20,12:50,LP,2,0,7,10,661,0.8997,1,3,6,3,8,0.635,29
204,17_GR,4,4/10/20,12:50,LP,2,0,0,11,895,0.8997,4,2,15,2,8,0.648,33
204,16_RY,4,4/10/20,12:50,LP,2,7,0,0,1244,0.8997,2,1,37,1,8,0.8,32
204,18_BB,4,4/11/20,2:00,LP,2,0,0,11,1200,0.8997,0,N/A,0,N/A,9,0.41,29
204,5_UNTAG_1,4,4/11/20,2:00,LP,2,0,0,11,661,0.8997,1,3,0,N/A,9,0.635,29
204,17_GR,4,4/11/20,2:00,LP,2,0,0,11,895,0.8997,1,2,0,N/A,9,0.648,33
204,16_RY,4,4/11/20,2:00,LP,2,0,0,0,1244,0.8997,9,1,1,1,9,0.8,32
204,18_BB,4,4/12/20,1:50,LP,2,0,0,11,1200,0.8997,0,N/A,0,N/A,10,0.41,29
204,5_UNTAG_1,4,4/12/20,1:50,LP,2,0,0,11,661,0.8997,0,N/A,0,N/A,10,0.635,29
204,17_GR,4,4/12/20,1:50,LP,2,0,0,11,895,0.8997,0,N/A,0,N/A,10,0.648,33
204,16_RY,4,4/12/20,1:50,LP,2,0,0,0,1244,0.8997,9,1,0,N/A,10,0.8,32
244,3_UNTAG_2,3,4/14/20,9:45,LP,2,0,0,0,1000,1,2,3,,,1,0.299,24
244,14_RB,3,4/14/20,9:45,LP,2,0,0,0,1000,1,1,1,,,1,0.564,31
244,16_BY,3,4/14/20,9:45,LP,2,0,0,0,1000,1,2,2,,,1,0.73,34
244,3_UNTAG_2,3,4/15/20,10:20,LP,2,0,0,0,1000,1,2,2,,,2,0.299,24
244,14_RB,3,4/15/20,10:20,LP,2,0,0,0,1000,1,2,1,,,2,0.564,31
244,16_BY,3,4/15/20,10:20,LP,2,0,0,0,1000,1,3,3,,,2,0.73,34
244,3_UNTAG_2,3,4/16/20,3:45,LP,2,0,0,0,1000,1,1,3,,,3,0.299,24
244,14_RB,3,4/16/20,3:45,LP,2,0,0,0,1000,1,3,1,,,3,0.564,31
244,16_BY,3,4/16/20,3:45,LP,2,0,0,0,1000,1,2,2,,,3,0.73,34
244,3_UNTAG_2,3,4/17/20,1:00,LP,2,0,0,0,1000,1,2,1,,,4,0.299,24
244,14_RB,3,4/17/20,1:00,LP,2,0,0,0,1000,1,3,2,,,4,0.564,31
244,16_BY,3,4/17/20,1:00,LP,2,0,0,0,1000,1,1,3,,,4,0.73,34
244,3_UNTAG_2,3,4/18/20,3:55,LP,2,0,0,11,1000,1,1,1,,,5,0.299,24
244,14_RB,3,4/18/20,3:55,LP,2,0,0,0,1000,1,0,N/A,,,5,0.564,31
244,16_BY,3,4/18/20,3:55,LP,2,0,0,0,1000,1,0,N/A,,,5,0.73,34
244,3_UNTAG_2,3,4/19/20,2:35,LP,2,0,0,11,1000,1,0,N/A,5,1,6,0.299,24
244,14_RB,3,4/19/20,2:35,LP,2,0,0,0,1000,1,1,1,4,3,6,0.564,31
244,16_BY,3,4/19/20,2:35,LP,2,0,0,0,1000,1,3,2,6,2,6,0.73,34
244,3_UNTAG_2,3,4/20/20,10:10,LP,2,0,0,11,1000,1,0,N/A,0,N/A,7,0.299,24
244,14_RB,3,4/20/20,10:10,LP,2,0,0,0,1000,1,1,1,0,N/A,7,0.564,31
244,16_BY,3,4/20/20,10:10,LP,2,0,0,0,1000,1,1,2,0,N/A,7,0.73,34
244,3_UNTAG_2,3,4/21/20,12:05,LP,2,0,0,0,1000,1,1,2,1,2,8,0.299,24
244,14_RB,3,4/21/20,12:05,LP,2,0,0,0,1000,1,2,1,2,1,8,0.564,31
244,16_BY,3,4/21/20,12:05,LP,2,0,0,0,1000,1,1,3,1,3,8,0.73,34
244,3_UNTAG_2,3,4/22/20,1:55,LP,2,0,0,0,1000,1,3,1,2,2,9,0.299,24
244,14_RB,3,4/22/20,1:55,LP,2,0,0,0,1000,1,1,3,7,3,9,0.564,31
244,16_BY,3,4/22/20,1:55,LP,2,0,0,0,1000,1,2,2,4,1,9,0.73,34
244,3_UNTAG_2,3,4/23/20,11:10,LP,2,0,0,0,1000,1,4,1,0,N/A,10,0.299,24
244,14_RB,3,4/23/20,11:10,LP,2,0,0,0,1000,1,2,2,5,2,10,0.564,31
244,16_BY,3,4/23/20,11:10,LP,2,0,0,0,1000,1,2,3,4,1,10,0.73,34
308,4_BR,4,8/12/19,1:54,WC,3,0,12,0,762,0.962,3,3,,,1,0.23,25
308,1_YR,4,8/12/19,1:54,WC,3,5,3,0,1005,0.962,3,2,,,1,0.182,24
308,3_31_BY,4,8/12/19,1:54,WC,3,5,2,0,1008,0.962,2,4,,,1,0.194,24
308,6_26_GG,4,8/12/19,1:54,WC,3,10,3,0,1225,0.962,4,1,,,1,0.158,26
308,4_BR,4,8/13/19,1:00,JY,3,9,4,0,1085,0.962,1,2,,,2,0.23,25
308,1_YR,4,8/13/19,1:00,JY,3,1,15,1,662,0.962,2,4,,,2,0.182,24
308,3_31_BY,4,8/13/19,1:00,JY,3,5,3,0,998,0.962,2,3,,,2,0.194,24
308,6_26_GG,4,8/13/19,1:00,JY,3,9,2,0,1255,0.962,2,1,,,2,0.158,26
308,4_BR,4,8/14/19,2:42,WC,3,10,8,0,1072,0.962,3,3,,,3,0.23,25
308,1_YR,4,8/14/19,2:42,WC,3,0,16,2,560,0.962,2,4,,,3,0.182,24
308,3_31_BY,4,8/14/19,2:42,WC,3,9,6,1,946,0.962,2,2,,,3,0.194,24
308,6_26_GG,4,8/14/19,2:42,WC,3,11,0,0,1422,0.962,3,1,,,3,0.158,26
308,4_BR,4,8/15/19,12:16,JY,3,5,6,0,1137,0.962,5,2,,,4,0.23,25
308,1_YR,4,8/15/19,12:16,JY,3,0,0,11,560,0.962,3,3,,,4,0.182,24
308,3_31_BY,4,8/15/19,12:16,JY,3,0,6,7,849,0.962,0,N/A,,,4,0.194,24
308,6_26_GG,4,8/15/19,12:16,JY,3,10,3,0,1454,0.962,3,1,,,4,0.158,26
308,4_BR,4,8/16/19,12:25,WC,3,2,1,0,1150,0.962,2,3,,,5,0.23,25
308,1_YR,4,8/16/19,12:25,WC,3,0,0,11,560,0.962,0,N/A,,,5,0.182,24
308,3_31_BY,4,8/16/19,12:25,WC,3,0,3,7,820,0.962,4,2,,,5,0.194,24
308,6_26_GG,4,8/16/19,12:25,WC,3,2,0,0,1470,0.962,6,1,,,5,0.158,26
308,4_BR,4,8/17/19,3:48,JY,3,6,7,0,1119,0.962,3,2,0,N/A,6,0.23,25
308,1_YR,4,8/17/19,3:48,JY,3,0,9,5,506,0.962,0,N/A,4,3,6,0.182,24
308,3_31_BY,4,8/17/19,3:48,JY,3,4,7,5,895,0.962,0,N/A,6,1,6,0.194,24
308,6_26_GG,4,8/17/19,3:48,JY,3,15,2,0,1480,0.962,5,1,3,2,6,0.158,26
308,4_BR,4,8/18/19,3:52,WC,3,2,8,0,1106,0.962,4,2,2,2,7,0.23,25
308,1_YR,4,8/18/19,3:52,WC,3,0,0,11,506,0.962,0,N/A,4,3,7,0.182,24
308,3_31_BY,4,8/18/19,3:52,WC,3,0,1,6,874,0.962,0,N/A,6,1,7,0.194,24
308,6_26_GG,4,8/18/19,3:52,WC,3,8,1,0,1514,0.962,6,1,1,4,7,0.158,26
308,4_BR,4,8/19/19,3:35,LP,3,5,8,0,1137,0.962,7,2,6,1,8,0.23,25
308,1_YR,4,8/19/19,3:35,LP,3,0,0,11,506,0.962,1,4,7,2,8,0.182,24
308,3_31_BY,4,8/19/19,3:35,LP,3,0,4,4,868,0.962,2,3,2,4,8,0.194,24
308,6_26_GG,4,8/19/19,3:35,LP,3,12,5,0,1489,0.962,6,1,8,3,8,0.158,26
309,11_GG,2,9/10/19,3:50,JY,3,0,0,0,1000,1,4,1,,,1,0.499,31
309,9_RY,2,9/10/19,3:50,JY,3,0,0,0,1000,1,0,N/A,,,1,0.483,29
309,11_GG,2,9/11/19,2:42,LP,3,0,0,0,1000,1,4,1,,,2,0.499,31
309,9_RY,2,9/11/19,2:42,LP,3,0,0,11,1000,1,0,N/A,,,2,0.483,29
309,11_GG,2,9/12/19,3:33,JY,3,0,0,0,1000,1,4,1,,,3,0.499,31
309,9_RY,2,9/12/19,3:33,JY,3,0,0,11,1000,1,0,N/A,,,3,0.483,29
309,11_GG,2,9/13/19,4:30,LP,3,0,0,0,1000,1,4,1,,,4,0.499,31
309,9_RY,2,9/13/19,4:30,LP,3,0,0,11,1000,1,0,N/A,,,4,0.483,29
309,11_GG,2,9/14/19,11:45,MD,3,0,0,0,1000,1,4,1,,,5,0.499,31
309,9_RY,2,9/14/19,11:45,MD,3,0,0,11,1000,1,0,N/A,,,5,0.483,29
309,11_GG,2,9/15/19,5:19,LP,3,0,0,0,1000,1,4,1,17,1,6,0.499,31
309,9_RY,2,9/15/19,5:19,LP,3,0,0,11,1000,1,0,N/A,0,N/A,6,0.483,29
309,11_GG,2,9/16/19,3:02,MD,3,0,0,0,1000,1,0,N/A,0,N/A,7,0.499,31
309,9_RY,2,9/16/19,3:02,MD,3,0,0,11,1000,1,5,1,6,1,7,0.483,29
309,11_GG,2,9/17/19,12:15,LP,3,0,0,0,1000,1,4,1,11,1,8,0.499,31
309,9_RY,2,9/17/19,12:15,LP,3,0,0,0,1000,1,0,N/A,2,2,8,0.483,29
309,11_GG,2,9/18/19,1:21,MD,3,0,0,0,1000,1,3,1,33,1,9,0.499,31
309,9_RY,2,9/18/19,1:21,MD,3,0,0,0,1000,1,0,N/A,0,N/A,9,0.483,29
309,11_GG,2,9/19/19,10:54,LP,3,0,0,0,1000,1,4,1,12,1,10,0.499,31
309,9_RY,2,9/19/19,10:54,LP,3,0,0,11,1000,1,0,N/A,0,N/A,10,0.483,29
310,11_GR,2,10/7/19,4:00,JY,3,0,0,0,1000,1,3,2,,,1,0.394,38
310,12_RR,2,10/7/19,4:00,JY,3,0,0,0,1000,1,2,1,,,1,0.454,29
310,11_GR,2,10/8/19,3:42,MD,3,0,5,0,849,1,2,2,,,2,0.394,38
310,12_RR,2,10/8/19,3:42,MD,3,5,0,0,1151,1,2,1,,,2,0.454,29
310,11_GR,2,10/9/19,4:20,JY,3,1,8,0,800,1,1,2,,,3,0.394,38
310,12_RR,2,10/9/19,4:20,JY,3,8,1,0,1200,1,2,1,,,3,0.454,29
310,11_GR,2,10/10/19,10:43,AR,3,0,6,0,763,1,9,2,,,4,0.394,38
310,12_RR,2,10/10/19,10:43,AR,3,6,0,0,1237,1,5,1,,,4,0.454,29
310,11_GR,2,10/11/19,3:19,MD,3,0,5,0,742,1,2,1,,,5,0.394,38
310,12_RR,2,10/11/19,3:19,MD,3,5,0,0,1258,1,1,2,,,5,0.454,29
310,11_GR,2,10/12/19,12:22,LP,3,0,14,0,707,1,3,2,6,2,6,0.394,38
310,12_RR,2,10/12/19,12:22,LP,3,14,0,0,1293,1,2,1,4,1,6,0.454,29
310,11_GR,2,10/13/19,3:13,MD,3,0,13,0,687,1,1,2,11,2,7,0.394,38
310,12_RR,2,10/13/19,3:13,MD,3,13,0,0,1313,1,3,1,16,1,7,0.454,29
310,11_GR,2,10/14/19,4:26,JY,3,0,0,11,687,1,2,1,5,2,8,0.394,38
310,12_RR,2,10/14/19,4:26,JY,3,0,0,0,1313,1,2,2,5,1,8,0.454,29
310,11_GR,2,10/15/19,9:00,AR,3,0,14,2,673,1,4,2,5,2,9,0.394,38
310,12_RR,2,10/15/19,9:00,AR,3,14,0,0,1327,1,4,1,1,1,9,0.454,29
310,11_GR,2,10/16/19,3:38,JY,3,0,8,0,665,1,2,1,0,N/A,10,0.394,38
310,12_RR,2,10/16/19,3:38,JY,3,8,0,0,1335,1,2,2,7,1,10,0.454,29
311,14_YG,3,10/21/19,2:25,JY,3,0,0,0,1000,0.9375,2,1,,,1,0.473,30
311,17_RY,3,10/21/19,2:25,JY,3,0,0,0,1000,0.9375,2,3,,,1,0.218,23
311,18_GG,3,10/21/19,2:25,JY,3,0,0,0,1000,0.9375,2,2,,,1,0.441,29
311,14_YG,3,10/22/19,8:44,AR,3,0,1,0,977,0.9375,3,3,,,2,0.473,30
311,17_RY,3,10/22/19,8:44,AR,3,0,10,0,795,0.9375,4,1,,,2,0.218,23
311,18_GG,3,10/22/19,8:44,AR,3,11,0,0,1228,0.9375,2,2,,,2,0.441,29
311,14_YG,3,10/23/19,4:20,JY,3,0,0,0,977,0.9375,4,2,,,3,0.473,30
311,17_RY,3,10/23/19,4:20,JY,3,0,0,0,795,0.9375,2,1,,,3,0.218,23
311,18_GG,3,10/23/19,4:20,JY,3,0,0,0,1228,0.9375,0,N/A,,,3,0.441,29
311,14_YG,3,10/24/19,8:46,AR,3,0,0,0,977,0.9375,5,2,,,4,0.473,30
311,17_RY,3,10/24/19,8:46,AR,3,0,0,0,795,0.9375,2,1,,,4,0.218,23
311,18_GG,3,10/24/19,8:46,AR,3,0,0,11,1228,0.9375,0,N/A,,,4,0.441,29
311,14_YG,3,10/25/19,2:20,ZM,3,3,1,0,1060,0.9375,2,1,,,5,0.473,30
311,17_RY,3,10/25/19,2:20,ZM,3,0,5,0,728,0.9375,3,2,,,5,0.218,23
311,18_GG,3,10/25/19,2:20,ZM,3,4,1,0,1212,0.9375,1,3,,,5,0.441,29
311,14_YG,3,10/26/19,4:06,MD,3,6,1,0,1183,0.9375,3,2,5,3,6,0.473,30
311,17_RY,3,10/26/19,4:06,MD,3,0,6,0,679,0.9375,2,1,6,1,6,0.218,23
311,18_GG,3,10/26/19,4:06,MD,3,5,4,2,1138,0.9375,1,3,5,2,6,0.441,29
311,14_YG,3,10/27/19,2:00,LP,3,8,0,0,1247,0.9375,6,1,9,2,7,0.473,30
311,17_RY,3,10/27/19,2:00,LP,3,0,7,0,656,0.9375,0,N/A,7,3,7,0.218,23
311,18_GG,3,10/27/19,2:00,LP,3,0,1,3,1097,0.9375,0,N/A,6,1,7,0.441,29
311,14_YG,3,10/28/19,3:50,JY,3,4,0,0,1255,0.9375,6,1,13,1,8,0.473,30
